date,topic,question,response
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Neutral
Mar 1st,Activity,belong,Neutral
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Somewhat
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Neutral
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Somewhat
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Fairly
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Somewhat
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 1st,Activity,interesting,Very
Mar 1st,Activity,included,Strongly agree
Mar 1st,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Agree
Mar 15th,Activity,belong,Agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Agree
Mar 15th,Activity,belong,Agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Fairly
Mar 15th,Activity,included,Agree
Mar 15th,Activity,belong,Neutral
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Fairly
Mar 15th,Activity,included,Agree
Mar 15th,Activity,belong,Agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Fairly
Mar 15th,Activity,included,Agree
Mar 15th,Activity,belong,Agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Somewhat
Mar 15th,Activity,included,Agree
Mar 15th,Activity,belong,Agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Fairly
Mar 15th,Activity,included,Agree
Mar 15th,Activity,belong,Agree
Mar 15th,Activity,interesting,NA
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Agree
Mar 15th,Activity,belong,Agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Fairly
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Mar 15th,Activity,interesting,Very
Mar 15th,Activity,included,Strongly agree
Mar 15th,Activity,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Fairly
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Neutral
Apr 5th,Guest Speaker,interesting,Fairly
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Fairly
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Fairly
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Fairly
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Agree
Apr 5th,Guest Speaker,belong,Agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
Apr 5th,Guest Speaker,interesting,Very
Apr 5th,Guest Speaker,included,Strongly agree
Apr 5th,Guest Speaker,belong,Strongly agree
